Sentence #,Word,POS,Tag
,--,_,O
,such,_,O
,as,_,O
,tunas,_,B-Biotic_Entity
,billfish,_,B-Biotic_Entity
,and,_,O
,sharks,_,B-Biotic_Entity
,--,_,O
,that,_,O
,surface,_,B-Eventuality
,relatively,_,O
,frequently,_,B-Quality
,and,_,O
,have,_,O
,high,_,O
,conservation,_,O
,priority,_,O
,in,_,O
,many,_,O
,ocean,_,B-Aggregate_Biotic_Abiotic_Entity
,regions,_,I-Aggregate_Biotic_Abiotic_Entity
,where,_,O
,a,_,O
,greater,_,O
,understanding,_,O
,of,_,O
,when,_,O
,and,_,O
,why,_,O
,they,_,O
,use,_,B-Eventuality
,certain,_,O
,habitats,_,B-Aggregate_Biotic_Abiotic_Entity
,could,_,O
,enhance,_,O
,management,_,O
,.,_,O
Sentence: 36,The,_,O
,Chacoan,_,B-Biotic_Entity
,peccary,_,I-Biotic_Entity
,is,_,O
,found,_,O
,in,_,O
,the,_,O
,dry,_,B-Aggregate_Biotic_Abiotic_Entity
,Chaco,_,B-Location
,region,_,O
,which,_,O
,covers,_,O
,about,_,O
,"140,000",_,B-Value
,square,_,B-Unit
,kilometres,_,I-Unit
,incorporating,_,O
,part,_,O
,of,_,O
,Paraguay,_,B-Location
,Bolivia,_,B-Location
,and,_,O
,northern,_,B-Location
,Argentina,_,I-Location
,.,_,O
Sentence: 37,It,_,O
,is,_,O
,a,_,O
,cactus-eating,_,B-Eventuality
,specialist,_,B-Biotic_Entity
,and,_,O
,is,_,O
,found,_,O
,in,_,O
,impenetrable,_,B-Eventuality
,dry,_,B-Aggregate_Biotic_Abiotic_Entity
,forest,_,I-Aggregate_Biotic_Abiotic_Entity
,.,_,O
Sentence: 38,It,_,O
,lives,_,B-Eventuality
,in,_,O
,herds,_,B-Biotic_Entity
,of,_,O
,up,_,O
,to,_,O
,10,_,B-Value
,animals,_,B-Biotic_Entity
,and,_,O
,the,_,O
,world,_,B-Location
,population,_,B-Biotic_Entity
,is,_,O
,estimated,_,O
,at,_,O
,"3,000",_,B-Value
,.,_,O
Sentence: 39,Grey,_,B-Biotic_Entity
,seals,_,I-Biotic_Entity
,live,_,B-Eventuality
,in,_,O
,cold-temperate,_,B-Aggregate_Biotic_Abiotic_Entity
,coastal,_,I-Aggregate_Biotic_Abiotic_Entity
,regions,_,I-Aggregate_Biotic_Abiotic_Entity
,sub-arctic,_,B-Aggregate_Biotic_Abiotic_Entity
,environments,_,I-Aggregate_Biotic_Abiotic_Entity
,and,_,O
,pack,_,B-Abiotic_Entity
,ice,_,I-Abiotic_Entity
,.,_,O
Sentence: 40,The,_,O
,grey,_,B-Biotic_Entity
,seal,_,I-Biotic_Entity
,is,_,O
,found,_,B-Eventuality
,on,_,O
,both,_,O
,sides,_,O
,of,_,O
,the,_,O
,north-Atlantic,_,B-Location
,including,_,O
,Greenland,_,B-Location
,and,_,O
,Iceland,_,B-Location
,western,_,B-Location
,Russia,_,I-Location
,Norway,_,B-Location
,the,_,O
,British,_,B-Location
,Isles,_,I-Location
,Ireland,_,B-Location
,France,_,B-Location
,and,_,O
,the,_,O
,Baltic,_,B-Location
,Sea,_,I-Location
,(,_,O
,Jefferson,_,O
,et,_,O
,al.,_,O
,2008,_,O
,),_,O
,.,_,O
Sentence: 41,Abundance,_,B-Quality
,The,_,O
,worldwide,_,B-Location
,population,_,B-Biotic_Entity
,of,_,O
,grey,_,B-Biotic_Entity
,seals,_,I-Biotic_Entity
,is,_,O
,estimated,_,O
,at,_,O
,about,_,O
,"380,000",_,B-Value
,(,_,O
,Jefferson,_,O
,et,_,O
,al.,_,O
,2008,_,O
,),_,O
,.,_,O
Sentence: 42,The,_,O
,Atlantic,_,B-Location
,population,_,B-Biotic_Entity
,is,_,O
,healthy,_,B-Quality
,and,_,O
,growing,_,B-Eventuality
,.,_,O
Sentence: 43,This,_,O
,is,_,O
,partly,_,O
,due,_,O
,to,_,O
,the,_,O
,human,_,B-Eventuality
,over-exploitation,_,I-Eventuality
,of,_,O
,an,_,O
,Atlantic,_,B-Location
,shark,_,B-Biotic_Entity
,species,_,I-Biotic_Entity
,which,_,O
,is,_,O
,a,_,O
,predator,_,B-Biotic_Entity
,to,_,O
,the,_,O
,seal,_,B-Biotic_Entity
,.,_,O
Sentence: 44,This,_,O
,has,_,O
,enabled,_,B-Eventuality
,the,_,O
,population,_,B-Biotic_Entity
,to,_,O
,grow,_,B-Eventuality
,.,_,O
Sentence: 45,However,_,O
,the,_,O
,Baltic,_,B-Location
,seal,_,B-Biotic_Entity
,population,_,I-Biotic_Entity
,is,_,O
,still,_,O
,recovering,_,B-Eventuality
,from,_,O
,hunting,_,B-Eventuality
,in,_,O
,the,_,I-Time
,early,_,I-Time
,1900s,_,I-Time
,(,_,O
,Jefferson,_,O
,et,_,O
,al.,_,O
,2008,_,O
,),_,O
,.,_,O
Sentence: 46,In,_,O
,the,_,O
,UK,_,B-Location
,seal,_,B-Biotic_Entity
,populations,_,I-Biotic_Entity
,are,_,O
,monitored,_,O
,by,_,O
,aerial,_,O
,photography,_,O
,and,_,O
,direct,_,O
,counts,_,O
,from,_,O
,boats,_,O
,or,_,O
,the,_,O
,shore,_,B-Aggregate_Biotic_Abiotic_Entity
,(,_,O
,Sea,_,O
,Mammal,_,O
,Research,_,O
,Unit,_,O
,2010,_,O
,),_,O
,.,_,O
Sentence: 47,Ecology,_,O
Sentence: 48,In,_,O
,many,_,O
,species,_,B-Biotic_Entity
,of,_,O
,leaf-breeding,_,B-Eventuality
,frogs,_,B-Biotic_Entity
,including,_,O
,A.,_,B-Biotic_Entity
,spurrelli,_,I-Biotic_Entity
,there,_,O
,is,_,O
,a,_,B-Time
,period,_,I-Time
,of,_,I-Time
,days,_,I-Time
,during,_,O
,which,_,O
,embryos,_,B-Biotic_Entity
,are,_,O
,capable,_,B-Eventuality
,of,_,O
,hatching,_,B-Eventuality
,.,_,O
Sentence: 49,Embryos,_,B-Biotic_Entity
,remain,_,B-Eventuality
,in,_,O
,the,_,O
,egg,_,B-Biotic_Entity
,longer,_,O
,if,_,O
,undisturbed,_,B-Eventuality
,than,_,O
,if,_,O
,disturbed,_,B-Eventuality
,by,_,O
,a,_,O
,predator,_,B-Biotic_Entity
,or,_,O
,flooding,_,B-Eventuality
,.,_,O
Sentence: 50,However,_,O
,the,_,O
,ability,_,B-Eventuality
,of,_,O
,A.,_,B-Biotic_Entity
,spurrelli,_,I-Biotic_Entity
,to,_,O
,escape,_,B-Eventuality
,hatch,_,B-Eventuality
,during,_,O
,snake,_,B-Biotic_Entity
,attacks,_,B-Eventuality
,and,_,O
,flooding,_,B-Eventuality
,is,_,O
,limited,_,B-Eventuality
,compared,_,O
,to,_,O
,other,_,O
,species,_,B-Biotic_Entity
,such,_,O
,as,_,O
,Agalychnis,_,B-Biotic_Entity
,callidryas,_,I-Biotic_Entity
,.,_,O
Sentence: 51,Helminth,_,B-Biotic_Entity
,parasites,_,I-Biotic_Entity
,have,_,O
,been,_,O
,found,_,O
,in,_,O
,the,_,O
,intestine,_,B-Biotic_Entity
,and,_,O
,bladder,_,B-Biotic_Entity
,of,_,O
,A.,_,B-Biotic_Entity
,spurrelli,_,I-Biotic_Entity
,.,_,O
Sentence: 52,Ecology,_,O
Sentence: 53,Eggs,_,B-Biotic_Entity
,of,_,O
,Hyla,_,B-Biotic_Entity
,rosenbergi,_,I-Biotic_Entity
,are,_,O
,eaten,_,B-Eventuality
,by,_,O
,con-,_,B-Biotic_Entity
,and,_,O
,heterospecific,_,B-Biotic_Entity
,tadpoles,_,I-Biotic_Entity
,as,_,O
,well,_,O
,as,_,O
,snakes,_,B-Biotic_Entity
,and,_,O
,probably,_,O
,small,_,B-Quality
,mammals,_,B-Biotic_Entity
,turtles,_,B-Biotic_Entity
,and,_,O
,herons,_,B-Biotic_Entity
,.,_,O
Sentence: 54,Eggs,_,B-Biotic_Entity
,are,_,O
,also,_,O
,killed,_,B-Eventuality
,when,_,O
,nests,_,B-Aggregate_Biotic_Abiotic_Entity
,are,_,O
,disturbed,_,B-Eventuality
,by,_,O
,adult,_,B-Quality
,male,_,B-Quality
,H.,_,B-Biotic_Entity
,rosenbergi,_,I-Biotic_Entity
,or,_,O
,heavy,_,B-Quality
,rainstorms,_,B-Eventuality
,.,_,O
Sentence: 55,Similar,_,O
,organisms,_,B-Biotic_Entity
,eat,_,B-Eventuality
,adult,_,B-Quality
,frogs,_,B-Biotic_Entity
,as,_,O
,well,_,O
,as,_,O
,caiman,_,B-Biotic_Entity
,and,_,O
,adult,_,B-Quality
,Leptodactylus,_,B-Biotic_Entity
,pentadactylus,_,I-Biotic_Entity
,.,_,O
Sentence: 56,Light,_,B-Abiotic_Entity
,:,_,O
,Full,_,B-Quality
,sun,_,B-Abiotic_Entity
,for,_,O
,best,_,O
,production,_,B-Eventuality
,.,_,O
Sentence: 57,Moisture,_,B-Quality
,:,_,O
,Keep,_,O
,fast,_,B-Quality
,growing,_,B-Eventuality
,okra,_,B-Biotic_Entity
,well,_,O
,watered,_,B-Eventuality
,.,_,O
Sentence: 58,Hardiness,_,B-Quality
,:,_,O
,USDA,_,B-Location
,Zones,_,I-Location
,5,_,I-Location
,-,_,I-Location
,11,_,I-Location
,.,_,O
Sentence: 59,Okra,_,B-Biotic_Entity
,is,_,O
,a,_,O
,hot,_,B-Quality
,weather,_,B-Eventuality
,annual,_,B-Biotic_Entity
,.,_,O
Sentence: 60,Do,_,O
,n't,_,O
,even,_,O
,think,_,O
,of,_,O
,planting,_,B-Eventuality
,your,_,O
,okra,_,B-Biotic_Entity
,seeds,_,I-Biotic_Entity
,until,_,B-Time
,summer,_,I-Time
,has,_,O
,arrived,_,B-Eventuality
,and,_,O
,the,_,B-Time
,nights,_,I-Time
,stay,_,B-Eventuality
,above,_,O
,55,_,B-Value
,F,_,B-Unit
,.,_,O
Sentence: 61,Best,_,O
,growth,_,B-Eventuality
,occurs,_,B-Eventuality
,when,_,O
,soil,_,B-Aggregate_Biotic_Abiotic_Entity
,temperatures,_,B-Quality
,are,_,O
,above,_,O
,65,_,B-Value
,F,_,B-Unit
,.,_,O
Sentence: 62,From,_,O
,seedling,_,B-Biotic_Entity
,to,_,O
,first,_,O
,harvest,_,B-Eventuality
,takes,_,B-Eventuality
,only,_,O
,about,_,B-Time
,60,_,I-Time
,days,_,I-Time
,however,_,O
,.,_,O
Sentence: 63,If,_,O
,your,_,O
,warm,_,B-Quality
,weather,_,B-Eventuality
,growing,_,B-Time
,season,_,I-Time
,is,_,O
,shorter,_,O
,than,_,O
,that,_,O
,start,_,B-Eventuality
,the,_,O
,plants,_,B-Biotic_Entity
,indoors,_,B-Aggregate_Biotic_Abiotic_Entity
,setting,_,O
,out,_,O
,after,_,O
,all,_,O
,danger,_,B-Eventuality
,of,_,O
,frost,_,B-Eventuality
,has,_,O
,passed,_,B-Eventuality
,and,_,O
,maybe,_,O
,even,_,O
,use,_,B-Eventuality
,a,_,O
,cold,_,O
,frame,_,O
,on,_,O
,the,_,O
,cooler,_,O
,nights,_,B-Time
,.,_,O
Sentence: 64,Propagation,_,B-Eventuality
,:,_,O
,You,_,O
,can,_,O
,speed,_,B-Eventuality
,up,_,I-Eventuality
,germination,_,B-Eventuality
,if,_,O
,you,_,O
,soak,_,B-Eventuality
,okra,_,B-Biotic_Entity
,seeds,_,I-Biotic_Entity
,in,_,O
,water,_,B-Abiotic_Entity
,for,_,B-Time
,24,_,I-Time
,hours,_,I-Time
,before,_,O
,planting,_,B-Eventuality
,.,_,O
Sentence: 65,Sow,_,B-Eventuality
,seeds,_,B-Biotic_Entity
,about,_,O
,a,_,O
,half,_,B-Value
,inch,_,B-Unit
,deep,_,B-Quality
,in,_,O
,one,_,O
,long,_,O
,row,_,O
,or,_,O
,in,_,O
,rows,_,O
,3,_,B-Value
,',_,B-Unit
,apart,_,O
,and,_,O
,thin,_,B-Eventuality
,to,_,O
,12,_,B-Value
,or,_,O
,18,_,B-Value
,"	_	B-Unit",,
,between,_,O
,plants,_,B-Biotic_Entity
,.,_,O
Sentence: 66,Dill,_,B-Biotic_Entity
,is,_,O
,fast,_,B-Quality
,growing,_,B-Eventuality
,and,_,O
,of,_,O
,very,_,O
,easy,_,B-Quality
,cultivation,_,B-Eventuality
,.,_,O
Sentence: 67,Light,_,B-Abiotic_Entity
,:,_,O
,Dill,_,B-Biotic_Entity
,does,_,O
,best,_,O
,in,_,O
,full,_,B-Quality
,sun,_,B-Abiotic_Entity
,;,_,O
,it,_,O
,becomes,_,B-Eventuality
,leggy,_,B-Quality
,and,_,O
,prone,_,B-Eventuality
,to,_,O
,topple,_,B-Eventuality
,over,_,I-Eventuality
,in,_,O
,partial,_,B-Quality
,shade,_,B-Eventuality
,.,_,O
Sentence: 68,Moisture,_,B-Quality
,:,_,O
,Dill,_,B-Biotic_Entity
,does,_,O
,best,_,O
,in,_,O
,well,_,B-Eventuality
,drained,_,I-Eventuality
,soil,_,B-Aggregate_Biotic_Abiotic_Entity
,with,_,O
,typical,_,O
,garden,_,B-Aggregate_Biotic_Abiotic_Entity
,watering,_,B-Eventuality
,.,_,O
Sentence: 69,It,_,O
,may,_,O
,bolt,_,B-Eventuality
,quickly,_,B-Quality
,to,_,O
,flower,_,B-Eventuality
,during,_,O
,a,_,O
,prolonged,_,B-Eventuality
,dry,_,I-Eventuality
,spell,_,I-Eventuality
,.,_,O
Sentence: 70,Hardiness,_,B-Quality
,:,_,O
,Dill,_,B-Biotic_Entity
,is,_,O
,an,_,O
,annual,_,B-Biotic_Entity
,that,_,O
,can,_,O
,be,_,O
,grown,_,B-Eventuality
,all,_,B-Time
,summer,_,I-Time
,in,_,O
,USDA,_,B-Location
,zones,_,I-Location
,3-7,_,I-Location
,in,_,B-Time
,spring,_,I-Time
,and,_,I-Time
,fall,_,I-Time
,in,_,O
,zone,_,B-Location
,8,_,I-Location
,and,_,O
,in,_,B-Time
,the,_,I-Time
,winter,_,I-Time
,in,_,O
,zones,_,B-Location
,9-11,_,I-Location
,.,_,O
Sentence: 71,In,_,O
,hot,_,B-Quality
,weather,_,B-Eventuality
,dill,_,B-Biotic_Entity
,flowers,_,B-Eventuality
,and,_,O
,goes,_,B-Eventuality
,to,_,I-Eventuality
,seed,_,I-Eventuality
,quickly,_,B-Quality
,.,_,O
Sentence: 72,Propagation,_,B-Eventuality
,:,_,O
,Sow,_,B-Eventuality
,dill,_,B-Biotic_Entity
,seeds,_,I-Biotic_Entity
,where,_,O
,they,_,O
,will,_,O
,be,_,O
,grown,_,B-Eventuality
,about,_,B-Time
,the,_,I-Time
,time,_,I-Time
,of,_,I-Time
,the,_,I-Time
,last,_,I-Time
,expected,_,I-Time
,frost,_,I-Time
,.,_,O
Sentence: 73,Plant,_,B-Eventuality
,dill,_,B-Biotic_Entity
,every,_,B-Time
,couple,_,I-Time
,weeks,_,I-Time
,to,_,O
,insure,_,O
,a,_,O
,constant,_,B-Quality
,supply,_,B-Eventuality
,of,_,O
,fresh,_,B-Quality
,leaves,_,B-Biotic_Entity
,.,_,O
Sentence: 74,Dill,_,B-Biotic_Entity
,usually,_,O
,self,_,B-Eventuality
,sows,_,I-Eventuality
,and,_,O
,it,_,O
,'s,_,O
,best,_,O
,to,_,O
,pick,_,O
,a,_,O
,spot,_,O
,in,_,O
,the,_,O
,garden,_,B-Aggregate_Biotic_Abiotic_Entity
,where,_,O
,you,_,O
,would,_,O
,like,_,O
,to,_,O
,have,_,O
,it,_,O
,year,_,B-Time
,after,_,I-Time
,year,_,I-Time
,.,_,O
Sentence: 75,Two,_,O
,different,_,O
,biologies,_,O
,are,_,O
,found,_,O
,among,_,O
,the,_,O
,conopids,_,B-Biotic_Entity
,.,_,O
Sentence: 76,Most,_,O
,conopids,_,B-Biotic_Entity
,are,_,O
,endoparasites,_,B-Biotic_Entity
,of,_,O
,social,_,B-Quality
,Hymenoptera,_,B-Biotic_Entity
,bees,_,B-Biotic_Entity
,and,_,O
,wasps,_,B-Biotic_Entity
,.,_,O
Sentence: 77,Stylogastrine,_,B-Biotic_Entity
,conopids,_,I-Biotic_Entity
,are,_,O
,endoparasites,_,B-Biotic_Entity
,of,_,O
,orthopteroids,_,B-Biotic_Entity
,specifically,_,O
,of,_,O
,cockroaches,_,B-Biotic_Entity
,and,_,O
,crickets,_,B-Biotic_Entity
,(,_,O
,Smith,_,O
,&,_,O
,Cunningham-van,_,O
,Somersen,_,O
,1985,_,O
,;,_,O
,Woodley,_,O
,&,_,O
,Judd,_,O
,1998,_,O
,),_,O
,.,_,O
Sentence: 78,Most,_,O
,conopid,_,B-Biotic_Entity
,flies,_,I-Biotic_Entity
,are,_,O
,found,_,B-Eventuality
,at,_,O
,flowers,_,B-Biotic_Entity
,where,_,O
,mating,_,B-Eventuality
,takes,_,B-Eventuality
,place,_,I-Eventuality
,and,_,O
,in,_,O
,many,_,O
,cases,_,O
,females,_,B-Biotic_Entity
,find,_,B-Eventuality
,suitable,_,B-Quality
,hosts,_,B-Biotic_Entity
,in,_,O
,which,_,O
,to,_,O
,lay,_,B-Eventuality
,their,_,O
,eggs,_,B-Biotic_Entity
,.,_,O
Sentence: 79,Females,_,B-Biotic_Entity
,attack,_,B-Eventuality
,their,_,O
,hosts,_,B-Biotic_Entity
,by,_,O
,dorsally,_,B-Quality
,inserting,_,B-Eventuality
,their,_,O
,eggs,_,B-Biotic_Entity
,into,_,O
,the,_,O
,abdomen,_,B-Biotic_Entity
,.,_,O
Sentence: 80,The,_,O
,larvae,_,B-Biotic_Entity
,develop,_,B-Eventuality
,first,_,O
,by,_,O
,feeding,_,B-Eventuality
,on,_,O
,haemolymph,_,B-Biotic_Entity
,and,_,O
,in,_,O
,their,_,O
,last,_,O
,instar,_,B-Eventuality
,attack,_,I-Eventuality
,the,_,O
,tissue,_,B-Biotic_Entity
,of,_,O
,the,_,O
,thorax,_,B-Biotic_Entity
,weakening,_,B-Eventuality
,and,_,O
,then,_,O
,killing,_,B-Eventuality
,the,_,O
,host,_,B-Biotic_Entity
,.,_,O
Sentence: 81,Pupation,_,B-Eventuality
,takes,_,B-Eventuality
,place,_,I-Eventuality
,in,_,O
,the,_,O
,abdomen,_,B-Biotic_Entity
,.,_,O
Sentence: 82,Most,_,O
,conopids,_,B-Biotic_Entity
,are,_,O
,not,_,O
,host,_,B-Biotic_Entity
,specific,_,B-Quality
,and,_,O
,will,_,O
,strike,_,B-Eventuality
,a,_,O
,variety,_,B-Quality
,of,_,O
,aculeate,_,B-Biotic_Entity
,hymenopterans,_,I-Biotic_Entity
,(,_,O
,Smith,_,O
,1966,_,O
,),_,O
,.,_,O
Sentence: 83,With,_,O
,the,_,O
,exception,_,O
,of,_,O
,Stylogaster,_,B-Biotic_Entity
,where,_,O
,more,_,O
,than,_,O
,one,_,B-Value
,egg,_,B-Biotic_Entity
,is,_,O
,laid,_,B-Eventuality
,per,_,O
,host,_,B-Biotic_Entity
,only,_,O
,one,_,B-Value
,adult,_,B-Biotic_Entity
,is,_,O
,known,_,O
,to,_,O
,emerge,_,B-Eventuality
,(,_,O
,Smith,_,O
,1969a,_,O
,;,_,O
,Schmid-Hempel,_,O
,&,_,O
,Schmid-Hempel,_,O
,1989,_,O
,),_,O
,.,_,O
Sentence: 84,Host,_,B-Biotic_Entity
,records,_,O
,are,_,O
,summarized,_,O
,by,_,O
,Meijere,_,O
,(,_,O
,1912,_,O
,),_,O
,Freeman,_,O
,(,_,O
,1966,_,O
,),_,O
,and,_,O
,Smith,_,O
,(,_,O
,1966,_,O
,),_,O
,.,_,O
Sentence: 85,Stylogastrine,_,B-Biotic_Entity
,conopids,_,I-Biotic_Entity
,are,_,O
,mainly,_,O
,found,_,B-Eventuality
,in,_,O
,association,_,O
,with,_,O
,army,_,B-Biotic_Entity
,ants,_,I-Biotic_Entity
,where,_,O
,they,_,O
,are,_,O
,concentrated,_,B-Eventuality
,at,_,O
,the,_,O
,front,_,O
,of,_,O
,the,_,O
,swarm,_,B-Biotic_Entity
,and,_,O
,up,_,O
,to,_,O
,two,_,B-Value
,meters,_,B-Unit
,in,_,O
,advance,_,O
,of,_,O
,the,_,O
,swarm,_,B-Biotic_Entity
,(,_,O
,Rettenmeyer,_,O
,1961,_,O
,),_,O
,.,_,O
Sentence: 86,They,_,O
,have,_,O
,not,_,O
,been,_,O
,recorded,_,O
,at,_,O
,flowers,_,B-Biotic_Entity
,.,_,O
Sentence: 87,Females,_,B-Biotic_Entity
,seek,_,B-Eventuality
,out,_,I-Eventuality
,and,_,O
,dive,_,B-Eventuality
,at,_,O
,their,_,O
,hosts,_,B-Biotic_Entity
,disturbed,_,B-Eventuality
,by,_,O
,the,_,O
,ants,_,B-Biotic_Entity
,using,_,B-Eventuality
,their,_,O
,impact,_,B-Eventuality
,to,_,O
,secure,_,B-Eventuality
,recurrently,_,O
,barbed,_,B-Quality
,eggs,_,B-Biotic_Entity
,in,_,O
,the,_,O
,host,_,B-Biotic_Entity
,cuticle,_,I-Biotic_Entity
,(,_,O
,Kotrba,_,O
,1997,_,O
,),_,O
,.,_,O
Sentence: 88,The,_,O
,larvae,_,B-Biotic_Entity
,develop,_,B-Eventuality
,in,_,O
,the,_,O
,host,_,B-Biotic_Entity
,the,_,O
,same,_,O
,way,_,O
,as,_,O
,other,_,O
,conopids,_,B-Biotic_Entity
,.,_,O
Sentence: 89,Not,_,O
,all,_,O
,stylogastrine,_,B-Biotic_Entity
,conopids,_,I-Biotic_Entity
,are,_,O
,associated,_,O
,with,_,O
,army,_,B-Biotic_Entity
,ants,_,I-Biotic_Entity
,as,_,O
,they,_,O
,occur,_,B-Eventuality
,in,_,O
,areas,_,B-Aggregate_Biotic_Abiotic_Entity
,where,_,O
,there,_,O
,are,_,O
,none,_,O
,so,_,O
,much,_,O
,remains,_,O
,to,_,O
,be,_,O
,learned,_,O
,about,_,O
,their,_,O
,behavior,_,B-Eventuality
,.,_,O
Sentence: 90,Also,_,O
,because,_,O
,of,_,O
,the,_,O
,chaos,_,B-Eventuality
,associated,_,I-Eventuality
,with,_,O
,army,_,B-Biotic_Entity
,ant,_,I-Biotic_Entity
,swarms,_,I-Biotic_Entity
,accidents,_,B-Eventuality
,do,_,O
,happen,_,O
,and,_,O
,other,_,O
,non-orthopteroid,_,B-Biotic_Entity
,species,_,I-Biotic_Entity
,appear,_,O
,to,_,O
,be,_,O
,attacked,_,B-Eventuality
,such,_,O
,as,_,O
,tachinids,_,B-Biotic_Entity
,other,_,O
,Stylogaster,_,B-Biotic_Entity
,and,_,O
,the,_,O
,ants,_,B-Biotic_Entity
,themselves,_,O
,.,_,O
Sentence: 91,No,_,O
,successful,_,B-Eventuality
,rearing,_,I-Eventuality
,however,_,O
,has,_,O
,been,_,O
,noted,_,O
,from,_,O
,these,_,O
,other,_,O
,victims,_,B-Biotic_Entity
,but,_,O
,see,_,O
,Stuckenberg,_,O
,(,_,O
,1963,_,O
,),_,O
,and,_,O
,Smith,_,O
,(,_,O
,1969b,_,O
,1979,_,O
,),_,O
,for,_,O
,circumstantial,_,O
,evidence,_,O
,of,_,O
,parasitization,_,B-Eventuality
,of,_,O
,Diptera,_,B-Biotic_Entity
,.,_,O
Sentence: 92,While,_,O
,many,_,O
,conopid,_,B-Biotic_Entity
,flies,_,I-Biotic_Entity
,are,_,O
,found,_,B-Eventuality
,at,_,O
,flowers,_,B-Biotic_Entity
,thus,_,O
,contributing,_,O
,to,_,O
,the,_,O
,economy,_,O
,as,_,O
,pollinators,_,B-Biotic_Entity
,they,_,O
,are,_,O
,also,_,O
,parasites,_,B-Biotic_Entity
,of,_,O
,bees,_,B-Biotic_Entity
,.,_,O
Sentence: 93,Hence,_,O
,their,_,O
,overall,_,O
,importance,_,O
,is,_,O
,perhaps,_,O
,balanced,_,B-Quality
,.,_,O
Sentence: 94,They,_,O
,have,_,O
,been,_,O
,noted,_,O
,as,_,O
,an,_,O
,important,_,O
,pest,_,B-Biotic_Entity
,of,_,O
,honey,_,B-Biotic_Entity
,bees,_,I-Biotic_Entity
,(,_,O
,VanDuzee,_,O
,1934,_,O
,;,_,O
,Severin,_,O
,1937,_,O
,;,_,O
,Jamieson,_,O
,1941,_,O
,;,_,O
,Smith,_,O
,1966,_,O
,;,_,O
,Zimina,_,O
,1973,_,O
,;,_,O
,Huttinger,_,O
,1974,_,O
,;,_,O
,Mei,_,O
,1999,_,O
,),_,O
,so,_,O
,in,_,O
,some,_,O
,commercial,_,O
,situations,_,O
,they,_,O
,are,_,O
,harmful,_,B-Quality
,.,_,O
Sentence: 95,Stylogastrine,_,B-Biotic_Entity
,conopids,_,I-Biotic_Entity
,which,_,O
,seem,_,O
,not,_,O
,to,_,O
,be,_,O
,pollinators,_,B-Biotic_Entity
,and,_,O
,are,_,O
,only,_,O
,endoparasites,_,B-Biotic_Entity
,of,_,O
,wild,_,B-Quality
,orthopteroid,_,B-Biotic_Entity
,species,_,I-Biotic_Entity
,are,_,O
,of,_,O
,little,_,O
,economic,_,O
,interest,_,O
,to,_,O
,humans,_,B-Biotic_Entity
,.,_,O
Sentence: 96,Much,_,O
,needs,_,O
,to,_,O
,be,_,O
,discovered,_,O
,about,_,O
,conopid,_,O
,biology,_,O
,.,_,O
Sentence: 97,Rearing,_,O
,conopids,_,B-Biotic_Entity
,is,_,O
,an,_,O
,effective,_,O
,way,_,O
,to,_,O
,generate,_,O
,specimens,_,B-Biotic_Entity
,for,_,O
,taxonomy,_,O
,and,_,O
,adds,_,O
,much,_,O
,needed,_,O
,biological,_,O
,information,_,O
,.,_,O
Sentence: 98,Parasitized,_,B-Eventuality
,hosts,_,B-Biotic_Entity
,can,_,O
,be,_,O
,easily,_,O
,obtained,_,B-Eventuality
,as,_,O
,the,_,O
,conopid,_,B-Biotic_Entity
,larva,_,I-Biotic_Entity
,always,_,O
,weakens,_,B-Eventuality
,its,_,O
,host,_,B-Biotic_Entity
,before,_,O
,it,_,O
,completes,_,B-Eventuality
,its,_,O
,own,_,O
,development,_,B-Eventuality
,.,_,O
Sentence: 99,Parasitized,_,B-Eventuality
,bees,_,B-Biotic_Entity
,may,_,O
,be,_,O
,found,_,B-Eventuality
,at,_,O
,the,_,O
,entrance,_,O
,to,_,O
,their,_,O
,hives,_,B-Biotic_Entity
,or,_,O
,nest,_,B-Biotic_Entity
,or,_,O
,may,_,O
,remain,_,B-Eventuality
,in,_,O
,the,_,O
,field,_,B-Aggregate_Biotic_Abiotic_Entity
,overnight,_,B-Time
,.,_,O
Sentence: 100,These,_,O
,parasitized,_,B-Eventuality
,host,_,B-Biotic_Entity
,bees,_,I-Biotic_Entity
,may,_,O
,be,_,O
,simply,_,O
,collected,_,O
,and,_,O
,kept,_,O
,and,_,O
,with,_,O
,a,_,O
,little,_,O
,luck,_,O
,adult,_,B-Quality
,conopids,_,B-Biotic_Entity
,will,_,O
,emerge,_,B-Eventuality
,.,_,O
Sentence: 101,In,_,O
,addition,_,O
,to,_,O
,rearing,_,O
,a,_,O
,variety,_,O
,of,_,O
,collecting,_,O
,methods,_,O
,are,_,O
,useful,_,O
,for,_,O
,capturing,_,O
,adult,_,B-Quality
,conopids,_,B-Biotic_Entity
,.,_,O
Sentence: 102,Malaise,_,O
,traps,_,O
,are,_,O
,the,_,O
,best,_,O
,type,_,O
,of,_,O
,trap,_,O
,to,_,O
,use,_,O
,while,_,O
,hand,_,O
,collecting,_,O
,at,_,O
,flowers,_,B-Biotic_Entity
,on,_,O
,hilltops,_,B-Aggregate_Biotic_Abiotic_Entity
,(,_,O
,Mei,_,O
,et,_,O
,al.,_,O
,2009,_,O
,),_,O
,at,_,O
,army,_,B-Biotic_Entity
,ant,_,I-Biotic_Entity
,swarms,_,I-Biotic_Entity
,(,_,O
,Stylogaster,_,B-Biotic_Entity
,only,_,O
